Browser,BrowserVersion,OS,OSVersion,DeviceType
Other,,Other,,Other
Apache-HttpClient,4.3,Other,,Bot
Apache-HttpClient,4.3.1,Other,,Bot
Apache-HttpClient,4.3.3,Other,,Bot
Apache-HttpClient,4.5,Other,,Bot
Apache-HttpClient,4.5.12,Other,,Bot
Apache-HttpClient,4.5.12,Other,,Bot
Apache-HttpClient,4.5.13,Other,,Bot
Apache-HttpClient,4.5.13,Other,,Bot
Apache-HttpClient,4.5.13,Other,,Bot
Apache-HttpClient,4.5.13,Other,,Bot
Apache-HttpClient,4.5.13,Other,,Bot
Apache-HttpClient,4.5.2,Other,,Bot
Apache-HttpClient,4.5.2,Other,,Bot
Apache-HttpClient,4.5.2,Other,,Bot
Apache-HttpClient,4.5.2,Other,,Bot
Apache-HttpClient,4.5.2,Other,,Bot
Apache-HttpClient,4.5.3,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.5,Other,,Bot
Apache-HttpClient,4.5.6,Other,,Bot
Apache-HttpClient,4.5.6,Other,,Bot
Apache-HttpClient,4.5.6,Other,,Bot
Apache-HttpClient,4.5.7,Other,,Bot
Apache-HttpClient,4.5.7,Other,,Bot
Apache-HttpClient,4.5.9,Other,,Bot
Apache-HttpClient,5.0.3,Other,,Bot
Safari,10600.6.3,Other,,Mobile
Baiduspider-render,2.0,Other,,Spider
Chrome,,Other,,Other
curl,7.29.0,Other,,Bot
curl,7.64.1,Other,,Bot
curl,7.75.0,Other,,Bot
curl,7.81.0,Other,,Bot
curl,8.1.2,Other,,Bot
Other,,Other,,Other
Other,,Android,9.0,Mobile
Other,,Other,,Other
facebookexternalhit,1.1,Other,,Bot
Other,,Other,,Other
Go-http-client,1.1,Other,,Bot
Go-http-client,2.0,Other,,Bot
Googlebot-Image,1.0,Other,,Spider
Googlebot-Video,1.0,Other,,Spider
Googlebot,2.1,Other,,Spider
Googlebot,2.1,Other,,Spider
Other,,Other,,Other
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,1.8.0,Other,,Bot
Java,17.0.10,Other,,Bot
Jigsaw,2.2.5,Other,,Bot
libwww-perl,6.77,Other,,Bot
Other,,Linux,,Desktop
Other,,Other,,Other
Other,,Other,,Other
Other,,Other,,Other
Mozilla,3.0,Other,,Bot
Mozilla,4.0,Other,,Bot
bot,,Other,,Spider
Firefox,1.5.0.3,Windows,8.1,Desktop
IE,10.0,Windows,XP,Desktop
IE,6.0,Windows,XP,Desktop
IE,6.0,Other,,Other
IE,6.0,Windows,5.0,Desktop
IE,6.0,Windows,XP,Desktop
IE,6.0,Windows,XP,Desktop
IE,6.0,Windows,XP,Desktop
IE,6.0,Windows,5.2,Desktop
IE,7.0,Other,,Other
IE,7.0,Windows,10,Desktop
IE,7.0,Windows,10,Desktop
IE,7.0,Windows,10,Desktop
IE,7.0,Windows,10,Desktop
IE,7.0,Windows,XP,Desktop
IE,7.0,Windows,XP,Desktop
IE,7.0,Windows,XP,Desktop
Sogou,1.0,Windows,XP,Desktop
Maxthon,,Windows,XP,Desktop
Sogou,1.0,Windows,XP,Desktop
IE,7.0,Windows,XP,Desktop
IE,7.0,Windows,Vista,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
TheWorld,6,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,6.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
Sogou,1.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
Sogou,1.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
TheWorld,6,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
TheWorld,7,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
Sogou,1.0,Windows,7,Desktop
IE,7.0,Windows,7,Desktop
IE,7.0,Windows,8,Desktop
IE,7.0,Windows,8,Desktop
IE,7.0,Windows,8,Desktop
IE,7.0,Windows,8,Desktop
IE,7.0,Windows,8.1,Desktop
QQBrowser,8.0.3345.400,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,7.0,Windows,8.1,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
Sogou,1.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
Sogou,1.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
Sogou,1.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
IE,8.0,Windows,XP,Desktop
Sogou,1.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,6.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
Sogou,1.0,Windows,7,Desktop
QQBrowser,8.2.4257.400,Windows,7,Desktop
Chrome,,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,7,Desktop
IE,8.0,Windows,8,Desktop
IE,8.0,Windows,8,Desktop
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
Other,,Other,,Other
IE,8.0,Windows,7,Desktop
IE,5.00,Other,,Other
IE,6.0,Windows,XP,Desktop
Mozilla,5.0,Other,,Bot
Firefox,4.0.1,Linux,,Desktop
AhrefsBot,7.0,Other,,Spider
AwarioBot,1.0,Other,,Spider
Baiduspider,2.0,Other,,Spider
Baiduspider,2.0,Other,,Spider
Baiduspider,2.0,Other,,Spider
bingbot,2.0,Other,,Spider
Mozilla,5.0,Other,,Bot
DotBot,1.2,Other,,Spider
Mozilla,5.0,Other,,Bot
Mozilla,5.0,Other,,Bot
Googlebot,2.1,Other,,Spider
iaskspider,1.0,Other,,Spider
Mozilla,5.0,Other,,Bot
bot,,Other,,Spider
QQBrowser,10.9,Windows,XP,Desktop
IE,10.0,Windows,7,Desktop
IE,10.0,Windows,7,Desktop
IE,10.0,Windows,7,Desktop
IE,10.0,Windows,7,Desktop
TheWorld,6,Windows,7,Desktop
QQBrowser,8.2.4257.400,Windows,7,Desktop
IE,10.0,Windows,8,Desktop
Sogou,1.0,Windows,8,Desktop
QQBrowser,7.7.31456.400,Windows,8,Desktop
IE,9.0,Windows,7,Desktop
QQBrowser,9.4.9201.400,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,7,Desktop
Other,,Other,,Other
SemrushBot,7,Other,,Spider
SeznamBot,4.0,Other,,Spider
Other,,Windows,XP,Desktop
wpbot,1.1,Other,,Spider
Other,,Other,,Other
Other,,Other,,Other
YandexBot,3.0,Other,,Spider
YodaoBot,1.0,Other,,Spider
PetalBot,,Other,,Spider
Safari,604.1,Other,,Mobile
YisouSpider,5.0,iOS,10.3,Spider
MicroMessenger,7.0.4,iOS,10.3.3,Mobile
Safari,604.1,iOS,11.0,Mobile
MicroMessenger,6.6.6,iOS,11.4.1,Mobile
Safari,604.1,iOS,12.4.8,Mobile
Safari,604.1,iOS,13.2.3,Mobile
Safari,604.1,iOS,13.2.3,Mobile
Safari,604.1,iOS,14.0,Mobile
Safari,604.1,iOS,14.4,Mobile
Safari,604.1,iOS,14.4,Mobile
Safari,604.1,iOS,14.7.1,Mobile
Safari,605.1,iOS,15.4.1,Mobile
Safari,604.1,iOS,16.0,Mobile
Safari,604,iOS,16.3,Mobile
Safari,604.1,iOS,16.6,Mobile
Safari,604.1,iOS,17.0.3,Mobile
Safari,604.1,iOS,17.4.1,Mobile
Safari,601.1,iOS,9.1,Mobile
Baiduspider-render,2.0,iOS,9.1,Spider
Baiduspider-render,2.0,iOS,9.1,Spider
Baiduspider-render,2.0,iOS,9.1,Spider
Safari,537.36,Android,10,Mobile
Safari,537.36,Android,10,Mobile
Safari,537.36,Android,10,Mobile
Safari,537.36,Android,10,Mobile
Safari,537.36,Android,10,Mobile
VivoBrowser,8.5.0.0,Android,10,Mobile
Safari,537.36,Android,11,Mobile
Safari,537.36,Android,11,Mobile
VivoBrowser,8.8.0.0,Android,11,Mobile
Safari,537.36,Android,13,Mobile
MicroMessenger,8.0.44.2502,Android,13,Mobile
MicroMessenger,8.0.44.2502,Android,13,Mobile
MicroMessenger,8.0.44.2502,Android,13,Mobile
VivoBrowser,19.2.0.1,Android,13,Mobile
Safari,537.36,Android,5.1,Mobile
Safari,537.36,Android,5.1.1,Mobile
Safari,537.36,Android,6.0,Mobile
Googlebot,2.1,Android,6.0.1,Spider
Googlebot,2.1,Android,6.0.1,Spider
Googlebot,2.1,Android,6.0.1,Spider
Googlebot,2.1,Android,6.0.1,Spider
Googlebot,2.1,Android,6.0.1,Spider
bingbot,2.0,Android,6.0.1,Spider
Safari,537.36,Android,6.0.1,Mobile
Safari,537.36,Android,6.0.1,Mobile
Safari,537.36,Android,6.0.1,Mobile
Safari,537.36,Android,7.0,Mobile
PetalBot,,Android,7.0,Spider
Opera,53.0.2569.141117,Android,7.1.1,Mobile
Edge,,Android,7.1.1,Mobile
Safari,537.36,Android,8.1.0,Mobile
Safari,537.36,Android,9,Mobile
MicroMessenger,7.0.6.1460,Android,9,Mobile
MicroMessenger,7.0.4.1420,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,12,Mobile
MiuiBrowser,18.2.150429,Android,13,Mobile
MiuiBrowser,17.8.71116,Android,13,Mobile
Safari,537.36,Android,14,Mobile
Safari,533.1,Android,2.3.3,Mobile
Safari,534.30,Android,4.4.2,Mobile
Safari,537.36,Android,6.0,Mobile
Safari,537.36,Android,7.0,Mobile
Safari,537.36,Android,7.1.1,Mobile
Safari,537.36,Android,9,Mobile
Safari,537.36,Android,9,Mobile
Mozilla,5.0,Android,4.2.2,Bot
Baiduspider,2.0,Android,4.2.2,Spider
Amazonbot,0.1,macOS,10.10.1,Spider
Safari,601.3.9,macOS,10.11.2,Desktop
Safari,537.36,macOS,10.11.6,Desktop
Safari,601.7.7,macOS,10.11.6,Desktop
Safari,601.1.27,macOS,10.11,Desktop
Safari,537.36,macOS,10.12.1,Desktop
Safari,537.36,macOS,10.12.1,Desktop
Safari,537.36,macOS,10.13.6,Desktop
Safari,605.1.15,macOS,10.13.6,Desktop
Safari,537.36,macOS,10.14.2,Desktop
Safari,537.36,macOS,10.14.6,Desktop
Safari,537.36,macOS,10.15.2,Desktop
Safari,605.1.15,macOS,10.15.6,Desktop
Safari,537.36,macOS,10.15.7,Desktop
MicroMessenger,6.8.0,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Edge,120.0.0.0,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Edge,123.0.0.0,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,537.36,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.25,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,605.1.15,macOS,10.15.7,Desktop
Safari,535.11,macOS,10.7.0,Desktop
Safari,535.7,macOS,10.7.2,Desktop
Mozilla,5.0,macOS,10.9.2,Bot
Firefox,103.0,macOS,10.15,Desktop
Firefox,109.0,macOS,10.15,Desktop
Firefox,110.0,macOS,10.15,Desktop
Firefox,120.0,macOS,10.15,Desktop
Firefox,125.0,macOS,10.15,Desktop
Firefox,77.0,macOS,10.15,Desktop
Other,,macOS,10.15,Desktop
Firefox,4.0.1,macOS,10.6,Desktop
Firefox,32.0,macOS,10.9,Desktop
Safari,537.36,macOS,13.1,Desktop
Safari,537.36,macOS,8.0.1,Desktop
Safari,537.36,macOS,8.0.2,Desktop
Safari,537.36,macOS,9.0.1,Desktop
Safari,534.3,macOS,10.6.4,Desktop
Safari,312.3,Other,,Other
Safari,534.13,Other,,Mobile
IE,9.0,Windows,7,Desktop
IE,9.0,Windows,10,Desktop
Firefox,45.0,Other,,Other
Firefox,,Other,,Other
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,,Windows,10,Desktop
Edge,,Windows,10,Desktop
Firefox,110.0,Windows,10,Desktop
Firefox,91.0,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Firefox,101.0,Windows,10,Desktop
Firefox,102.0,Windows,10,Desktop
Firefox,106.0,Windows,10,Desktop
Firefox,108.0,Windows,10,Desktop
Firefox,109.0,Windows,10,Desktop
Firefox,110.0,Windows,10,Desktop
Firefox,112.0,Windows,10,Desktop
Firefox,113.0,Windows,10,Desktop
Firefox,114.0,Windows,10,Desktop
Firefox,115.0,Windows,10,Desktop
Firefox,116.0,Windows,10,Desktop
Firefox,117.0,Windows,10,Desktop
Firefox,118.0,Windows,10,Desktop
Firefox,120.0,Windows,10,Desktop
Firefox,121.0,Windows,10,Desktop
Firefox,122.0,Windows,10,Desktop
Firefox,123.0,Windows,10,Desktop
Firefox,124.0,Windows,10,Desktop
Firefox,125.0,Windows,10,Desktop
Firefox,126.0,Windows,10,Desktop
Firefox,46.0,Windows,10,Desktop
Firefox,52.0,Windows,10,Desktop
Firefox,65.0,Windows,10,Desktop
Firefox,67.0,Windows,10,Desktop
Firefox,68.0,Windows,10,Desktop
Firefox,78.0,Windows,10,Desktop
Firefox,83.0,Windows,10,Desktop
Firefox,90.0,Windows,10,Desktop
Firefox,95.0,Windows,10,Desktop
Firefox,98.0,Windows,10,Desktop
Firefox,97.0,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,100.0.1185.44,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,100.0.1185.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,101.0.1210.39,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,101.0.1210.47,Windows,10,Desktop
Edge,101.0.1210.53,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,102.0.1245.44,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,102.0.1245.30,Windows,10,Desktop
Edge,102.0.1245.33,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,103.0.1264.49,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,103.0.1264.71,Windows,10,Desktop
Edge,103.0.1264.77,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,103.0.1264.37,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,104.0.1293.54,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,105.0.1343.27,Windows,10,Desktop
Edge,105.0.1343.33,Windows,10,Desktop
Edge,105.0.1343.42,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,106.0.1370.37,Windows,10,Desktop
Edge,106.0.1370.47,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,107.0.1418.35,Windows,10,Desktop
Edge,107.0.1418.42,Windows,10,Desktop
Edge,107.0.1418.56,Windows,10,Desktop
MicroMessenger,7.0.20.1781,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,108.0.1462.46,Windows,10,Desktop
Edge,108.0.1462.76,Windows,10,Desktop
Opera,94.0.0.0,Windows,10,Desktop
Opera,94.0.0.0,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,109.0.1518.55,Windows,10,Desktop
Edge,109.0.1518.70,Windows,10,Desktop
Edge,109.0.1518.78,Windows,10,Desktop
Opera,95.0.0.0,Windows,10,Desktop
Opera,95.0.0.0,Windows,10,Desktop
SLBrowser,9.0.0.10191,Windows,10,Desktop
SLBrowser,9.0.0.10191,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
SLBrowser,9.0.3.1311,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,110.0.1587.41,Windows,10,Desktop
Edge,110.0.1587.46,Windows,10,Desktop
Edge,110.0.1587.50,Windows,10,Desktop
Edge,110.0.1587.56,Windows,10,Desktop
Edge,110.0.1587.63,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,111.0.1661.51,Windows,10,Desktop
Edge,111.0.1661.54,Windows,10,Desktop
Edge,111.0.1661.62,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,112.0.1722.34,Windows,10,Desktop
Edge,112.0.1722.39,Windows,10,Desktop
Edge,112.0.1722.48,Windows,10,Desktop
Edge,112.0.1722.58,Windows,10,Desktop
Edge,112.0.1722.68,Windows,10,Desktop
QuarkPC,1.3.5.36,Windows,10,Desktop
Safari,537.36,Windows,10,Desktop
Edge,113.0.1774.35,Windows,10,Desktop
